Code	Exams	Prob	Time	Seed Gen	Seed Code
code1	20	25	0.000107	6792774280999756	7498944250675377
code1	20	25	0.003689	4425421476178183	6964200690467461
code1	20	25	0.000198	3583457478936415	1945052837279173
code1	20	25	0.000796	5506494428863907	8182146451196579
code1	20	25	0.001117	41048911070722505	700910423657112
code1	20	25	0.000110	7190625782108375	2505686732542203
code1	20	25	0.001070	6294200802806781	48476746635123424
code1	20	25	0.000821	2451408447287302	7140704706276013
code1	20	25	0.002179	858875297065186	782223780597452
code1	20	25	0.000078	47803777953523074	44106434170223885
code1	20	25	0.000097	2267782318421473	3609929577012394
code1	20	25	0.000150	17255147457236553	37321825659563035
code1	30	5	0.004313	6933960775557582	3791543277716469
code1	30	5	0.004424	6116387458734511	6133013225663503
code1	30	5	0.001153	10693202864738927	9240394327341528
code1	30	5	0.002020	8325925811935666	5041138135511167
code1	30	5	0.018214	841247867256959	1452110789912574
code1	30	5	0.000287	11234105218003132	5651550038333063
code1	30	5	0.000189	6033186384517486	421916569280379
code1	30	5	0.028600	6676287441024265	27476707859915095
code1	30	5	0.000594	2702866939136004	5689384211329034
code1	30	5	0.000246	23244829371346243	3290722018002633
code1	30	5	0.000284	8208269783077691	554683197356227
code1	30	5	0.003850	11699725868716682	5088918493655004
code1	30	5	0.000364	5686323610315032	9838548059584917
code1	30	5	0.000197	6229802790240746	5694167063830817
code1	30	5	0.016408	5491490460972779	3354500490204452
code1	30	5	0.000331	6646782784912049	5256655296740884
code1	30	5	0.023278	30498283789717084	6060654171636597
code1	30	5	0.000425	7885148111289968	4712885988210469
code1	30	5	0.001633	6159966493002267	6518940040724929
code1	30	5	0.000474	41601840910376986	5977708869790901
code1	30	5	0.000224	5210429872198008	19611110464487114
code1	30	5	0.000184	7226319470929975	44616222364188496
code1	30	5	0.000184	10793726304161422	7879602401273845
code1	30	5	0.002135	36971400678460864	9245679272769375
code1	30	5	0.000634	2758524556569213	15381385164658923
code1	30	5	0.002056	40466422293675186	9826339130319597
code1	30	5	0.000305	415069235498875	46710927687343484
code1	30	5	0.002303	20867316406896896	8480687293174054
code1	30	5	0.000179	7113149643269616	6471234062271196
code1	30	5	0.000275	8488372741780936	3765058512362217
code1	30	15	0.143259	9086652956618804	17444596978574367
code1	30	15	0.000308	3849920126708396	36055640786193077
code1	30	15	0.011352	35623418722239797	6249399198515704
code1	30	15	0.031556	3262865274172554	49477015852184725
code1	30	15	0.013056	720842240837874	23021566195176002
code1	30	15	0.000206	4373887249550601	10342951765047037
code1	30	15	0.237434	2440462213433635	21473452377681868
code1	30	15	0.000961	5591826604203632	32337671597114515
code1	30	15	0.003424	5324986833924061	23221966119097504
code1	30	15	0.004815	34543753467256455	4348853914164482
code1	30	15	0.005639	738081937273638	2889867791369154
code1	30	15	0.004204	6622534551248918	4697740765370437
code1	30	15	0.000237	42773105898313124	7878507765641279
code1	30	15	0.000402	9136305801219746	39738770576078475
code1	30	15	0.005296	254008023752461	1867070183125803
code1	30	15	0.103647	5232084129131942	29278302975380066
code1	30	15	0.034998	6663862106341336	3620076845325959
code1	30	15	0.009599	5515098985234157	3780763202525903
code1	30	15	0.017552	679841399660388	2594093146002586
code1	30	15	0.004354	20973920098539833	9020856378286435
code1	30	15	0.005446	9481244091759577	8963114727688202
code1	30	15	0.007248	1691275715847983	8320490312785831
code1	30	15	0.073953	4171868168269848	18334381806528754
code1	30	15	0.018670	4018106599244875	5181732108948627
code1	30	15	0.034579	4003459960533101	16138780967447308
code1	30	15	0.060558	8230887235850778	20191917360334766
code1	30	15	0.037988	9867201508504653	8272011289666001
code1	30	15	0.055171	3730449692582224	37127428355633185
code1	30	15	0.039514	5851598473521692	24876259968714587
code1	30	15	0.029101	8160883588705097	8612027732919127
code1	30	25	0.013568	5941317397269996	58361910015857
code1	30	25	0.008253	2867801664977043	4092953048867748
code1	30	25	0.000886	9279793702284929	3008490311702041
code1	30	25	0.118007	5739400804279339	5457261104521768
code1	30	25	0.000746	9654083989566821	16003953081558375
code1	30	25	0.347311	683666806154171	2983828635871608
code1	30	25	2.609804	9089214151971201	5098517664471303
code1	30	25	0.059975	18644351574148943	10510000309345213
code1	30	25	0.125349	4788794521274786	1937822501159492
code1	30	25	0.014922	3696775817020316	6701031843815911
code1	30	25	0.109054	44587837554797205	682864124741126
code1	30	25	0.003907	5099962275208003	53762492824887764
code1	30	25	1.196502	6155359681796397	2357538080160001
code1	30	25	0.022961	2337519049000013	4115309418753076
code1	30	25	0.007417	8647722048867611	5765034484779269
code1	30	25	0.111143	5803697552780859	9536663785041413
code1	30	25	0.465416	5471339853020443	6994127403307195
code1	30	25	0.139298	7365992865882207	32301339835515874
code1	30	25	0.048326	7485491514208454	7691945594728623
code1	30	25	0.000586	3791336844386294	3268512760457186
code1	30	25	1.454104	23219493115359446	24767359830732794
code1	30	25	0.843379	8047938631895235	25991197775015384
code1	30	25	0.323629	5660132905371947	3672543352057883
code1	30	25	0.026391	6359434708407952	1751122138148551
code1	30	25	0.004470	47087012505045933	9767994262197746
code1	30	25	0.036393	4124603550118656	96856580038285
code1	30	25	0.006958	3565404518962523	9855844834583927
code1	30	25	0.024775	9865029341386313	4450417261537838
code1	30	25	0.091535	6004695702607221	4417677079838984
code1	30	25	0.018087	27294090870771803	4217918249973418
code2	10	5	0.000006	5470606398542576	7546061417234039
code2	10	5	0.000005	3821282283054529	8794997320613052
code2	10	5	0.000005	2660630667211188	2047100443121782
code2	10	5	0.000006	6796859401148339	601061670200963
code2	10	5	0.000006	6476609673939245	5987838905416284
code2	10	5	0.000006	573595109766525	5057135082898632
code2	10	5	0.000006	9640940207816331	5901717059794617
code2	10	5	0.000005	448987271675792	2536850843171461
code2	10	5	0.000005	5304280490630078	42072871315258753
code2	10	5	0.000005	5575490120665905	5925860855197845
code2	10	5	0.000005	30723060115360634	47163920310178
code2	10	5	0.000006	495970005198332	5710996247312278
code2	10	5	0.000006	78542214359048	6512672670991548
code2	10	5	0.000006	42590119326370923	23604624073720926
code2	10	5	0.000006	3761800827771349	8285118383013061
code2	10	5	0.000006	9917876486733596	6404413068939407
code2	10	5	0.000005	1452379985103167	19514995628265308
code2	10	5	0.000006	9064109877449824	6900131863274116
code2	10	5	0.000006	3740892242167322	1801607198458084
code2	10	5	0.000005	7423883158645795	5608392303984078
code2	10	5	0.000005	3749894351266442	6722297136446514
code2	10	5	0.000006	34479204117352524	7380088444331778
code2	10	5	0.000006	3419592042060019	23142730081491503
code2	10	5	0.000005	6528087444551708	4880033466482914
code2	10	5	0.000006	33149849648805774	3740299430471744
code2	10	5	0.000007	3330697243648266	7276555156274992
code2	10	5	0.000006	8305336614481956	32193026214670306
code2	10	5	0.000005	25190106449690175	6277875790417424
code2	10	5	0.000006	37466990363139596	7854010487392179
code2	10	5	0.000016	1247247367346076	5875699360673391
code2	10	15	0.000006	960884097729953	24828135946972152
code2	10	15	0.000004	5909032226409627	5675891893618487
code2	10	15	0.000005	23698273664215164	7954642055021146
code2	10	15	0.000006	8310492221893899	8776801249309588
code2	10	15	0.000004	7206142710511443	25176884674605393
code2	10	15	0.000009	6864177900211109	6529921599910974
code2	10	15	0.000022	6418342606668765	4731302927827272
code2	10	15	0.000007	7647453623965612	1433278844195397
code2	10	15	0.000008	5174447993101119	8028504993075569
code2	10	15	0.000005	9162498486074533	753592714567414
code2	10	15	0.000005	5834551149397148	6193420384900716
code2	10	15	0.000007	12798201791265584	5717193636743483
code2	10	15	0.000008	35722531023180226	5449381138391453
code2	10	15	0.000012	9473997063817969	5275557672565886
code2	10	15	0.000006	5687227218571945	5693821997589732
code2	10	15	0.000005	7013811374910328	8573852762098405
code2	10	15	0.000016	24282556171782144	2681666082633761
code2	10	15	0.000006	1227994782728995	4738229154648085
code2	10	15	0.000008	8695791992191623	12350484679575047
code2	10	15	0.000005	6624305550684613	3493360508549783
code2	10	15	0.000004	12352585190548993	5807538589148602
code2	10	15	0.000006	681532627878555	8981790481614911
code2	10	15	0.000006	1268324238385765	17415144003706917
code2	10	15	0.000020	23189249813153157	7628602305604429
code2	10	15	0.000006	6009110719474443	11043427297085928
code2	10	15	0.000005	35153043683321616	1984050231481116
code2	10	15	0.000007	1437931104390795	9221732860605186
code2	10	15	0.000006	7550072126484986	36315961581330425
code2	10	15	0.000012	5286452618128887	17244192262005176
code2	10	15	0.000009	499468512556681	39212287579662664
code2	10	25	0.000013	8488001159150891	9092572515207078
code2	10	25	0.000007	21137342941961834	3492983102178604
code2	10	25	0.000009	6579509425143345	5675501593075908
code2	10	25	0.000010	9734724566145004	6054419361722934
code2	10	25	0.000013	6774200771817821	8857560942676893
code2	10	25	0.000010	8430537784078379	469887881588399
code2	10	25	0.000026	22135892161291848	2494820624272942
code2	10	25	0.000005	7756901902802654	23169164148284804
code2	10	25	0.000008	17029546953115193	5270676138332474
code2	10	25	0.000006	8955279014167301	26552292435372804
code2	10	25	0.000012	29620097602864626	9888210963067369
code2	10	25	0.000071	8782473215547967	6239122343193415
code2	10	25	0.000014	8536343022668096	5219641799919552
code2	10	25	0.000071	30858935518134434	2580262837253967
code2	10	25	0.000012	9593133244146401	8135467549841424
code2	10	25	0.000007	7970212634542528	5289380773195758
code2	10	25	0.000008	5776546751149244	627079362420735
code2	10	25	0.000006	7445798069498111	6710800851231951
code2	10	25	0.000006	5468723132607262	9215616694890639
code2	10	25	0.000008	9003080012428728	5684284386655657
code2	10	25	0.000007	4690413528969164	757488732167665
code2	10	25	0.000005	47242710103598495	10593799515913493
code2	10	25	0.000008	1400605442842341	4701595665368601
code2	10	25	0.000017	19347162862062428	38915355861528356
code2	10	25	0.000006	22521369030068017	230530474537605
code2	10	25	0.000022	6250184241411538	40354252565390436
code2	10	25	0.000009	8486099011069509	4952074154856413
code2	10	25	0.000151	6014339470115053	3315803986046333
code2	10	25	0.000006	9618384913466665	7793002774024252
code2	10	25	0.000007	4775171633441786	14573789168790474
code2	20	5	0.000012	4628653805083244	28936053897954195
code2	20	5	0.000012	23564550407138896	6328234494762892
code2	20	5	0.000011	7882930307780146	5996548155024327
code2	20	5	0.000011	6328868919936451	7527188240319455
code2	20	5	0.000010	5086307962952299	1225748005584022
code2	20	5	0.000087	2686492045146279	6258687351020147
code2	20	5	0.000011	5960031683665381	43080420061617397
code2	20	5	0.000247	36140174514945156	31929491107102426
code2	20	5	0.000017	35937914226283896	8629452109945918
code2	20	5	0.000011	7973764978469262	4497969501826522
code2	20	5	0.000024	7273043836327072	373993033450821
code2	20	5	0.000044	5051940112805833	1091609853485962
code2	20	5	0.000011	9767640837496416	5741718595182688
code2	20	5	0.000025	9572848941532435	2295659788629728
code2	20	5	0.000013	559368717577349	34037446479637334
code2	20	5	0.000013	4170130046325574	41825821764825855
code2	20	5	0.000016	28539189836903456	8496506855673462
code2	20	5	0.000063	8291771211364468	2667100543356914
code2	20	5	0.000101	7602651660210291	972616732666366
code2	20	5	0.000012	3959087717174268	8319299396488844
code2	20	5	0.000405	4562170820411625	7300016554922074
code2	20	5	0.000010	4087162361129081	7548141755156312
code2	20	5	0.000012	8728389988277641	8708199485444088
code2	20	5	0.000012	5380717526498238	7347099117802304
code2	20	5	0.000011	8673264088149786	4687660647601544
code2	20	5	0.000649	8601309557611551	1562459164096961
code2	20	5	0.000012	8154717464285272	9677972192474055
code2	20	5	0.000010	7755123553846816	9230188379080673
code2	20	5	0.000021	9190078260399648	6593637605304925
code2	20	5	0.008147	41217979835127416	43857494453658086
code2	20	15	0.000050	16040526468485938	76516805529233
code2	20	15	0.000025	28702834918293507	20868207873203182
code2	20	15	0.000032	5168567853201761	24239297766863765
code2	20	15	0.000141	900972299533097	6384090942775054
code2	20	15	0.000030	9636443688792652	475318336704194
code2	20	15	0.000063	22048066681511347	8759781422891495
code2	20	15	0.001360	9566156801241913	8299777369393323
code2	20	15	0.000026	2351191334578926	6561925832439884
code2	20	15	0.004158	1333689398464557	7767178216907086
code2	20	15	0.000024	5327027146341548	46120512635704725
code2	20	15	0.000027	27667625880964475	767196122159273
code2	20	15	0.000115	6455541880336386	4953057263349925
code2	20	15	0.002222	9680915888822439	11713939803082785
code2	20	15	0.000020	35068417358793846	418727156725214
code2	20	15	0.000018	772753900597403	5572264720577246
code2	20	15	0.000126	3365475580028593	4706671491183256
code2	20	15	0.000020	7724587388739113	6481099946218639
code2	20	15	0.000060	1318908123652226	8993618743849557
code2	20	15	0.000047	5269618621068534	8254013554586936
code2	20	15	0.005381	9234626920842937	6693119968096609
code2	20	15	0.000031	938080563822559	14686457685662113
code2	20	15	0.000037	45284748044983436	76281005773488
code2	20	15	0.000422	16072749665710184	15433741451789618
code2	20	15	0.000019	2638536487902807	491402967368069
code2	20	15	0.000095	9963094926032374	7030639783502816
code2	20	15	0.000019	12203516815446958	6371717754733369
code2	20	15	0.000168	929998195614561	6202518353856068
code2	20	15	0.000025	27033896306477634	9249642521667332
code2	20	15	0.000057	64168483589582	35222293416591455
code2	20	15	0.000108	8729356001129984	3652814382074129
code2	20	25	0.000231	9922647643621094	9747987407525118
code2	20	25	0.000283	9365062969920487	9018036202895666
code2	20	25	0.001146	7073275582336943	3622722579428025
code2	20	25	0.000462	8776713968189104	7456307022041957
code2	20	25	0.000671	48570844719713735	7432727462566098
code2	20	25	0.000337	18160440333013517	2560028178787419
code2	20	25	0.000181	8765259905481064	7278653925935198
code2	20	25	0.003623	3983550959605364	9023439831002098
code2	20	25	0.001005	8625461774581304	5337100818689288
code2	20	25	0.000037	5177330777001775	6140386889834364
code2	20	25	0.000209	5841585303115172	960754902666917
code2	20	25	0.000152	521948683362515	3911487621019222
code2	20	25	0.000917	26734791978304107	35316753532446243
code2	20	25	0.000118	57942361066432024	8361570555295402
code2	20	25	0.000761	13124641380485802	42222467559358856
code2	20	25	0.000085	3811904488430481	5415998870906729
code2	20	25	0.000109	4372848503458	38990387094359646
code2	20	25	0.000108	6292002884075092	9779519019919021
code2	20	25	0.000156	3495356834819744	5871644863704332
code2	20	25	0.000163	6317398738781477	3876072631130699
code2	20	25	0.001771	27532121972522527	20527647049682374
code2	20	25	0.000052	8068603658799808	6333387788169814
code2	20	25	0.000670	12683383440097895	335620061853914
code2	20	25	0.000241	7970308513797398	4002971157360298
code2	20	25	0.005728	32515447430074795	9505812244589129
code2	20	25	0.000205	21503229823166858	343429676195828
code2	20	25	0.000079	7568986747533872	8546406478237847
code2	20	25	0.000475	20091482575902764	7199842971505361
code2	20	25	0.000181	3093721532275162	32186083725183257
code2	20	25	0.000040	35404617877328093	16740908733665205
code2	30	5	0.005273	2778651391332302	5854759037557888
code2	30	5	0.000021	715113153307465	8149908013923962
code2	30	5	0.000016	6434942463255622	9212962739339868
code2	30	5	0.015382	8021763834250897	8965484781137827
code2	30	5	0.002133	19165288152859938	5789719867304285
code2	30	5	0.009028	7869045397919511	45014477531244657
code2	30	5	0.005016	8674480253107771	447473802050256
code2	30	5	0.000098	11153816264623218	332820134863817
code2	30	5	0.003090	588115644825495	6642012166229742
code2	30	5	0.000083	24235507802513045	9406824492130503
code2	30	5	0.000189	6704514290231184	25033180232944785
code2	30	5	0.000220	7525514559801161	3235273652958386
code2	30	5	0.000017	15727672607153598	7965738990276805
code2	30	5	0.006144	29583007692684615	21026449711927697
code2	30	5	0.000041	5861374097552378	4479629144985625
code2	30	5	0.003860	12334938383558713	7163365359245988
code2	30	5	0.001721	3183264557113732	2835738371893326
code2	30	5	0.001607	3690045976605645	7733858670051719
code2	30	5	0.000917	6238181415759155	5831505591609213
code2	30	5	0.000242	35928806004517555	7894650677818513
code2	30	5	0.000446	788558739168532	6197671975637546
code2	30	5	0.000040	6024542525416291	9153001589717558
code2	30	5	0.000025	641533790948857	5619285078399542
code2	30	5	0.001217	9162860338484163	6188282000828721
code2	30	5	0.001646	3286669855920269	24826373522650125
code2	30	5	0.000537	2824567706045774	19572965906047224
code2	30	5	0.000789	5675526750391533	59809046667887444
code2	30	5	0.000015	14945651399881477	38905482885305187
code2	30	5	0.006867	867406187542422	5076719615594084
code2	30	5	0.001403	28828453284050537	745268355854618
code2	30	15	0.062786	5580786523615957	11943710917405881
code2	30	15	0.002855	12417348447071297	806105821418747
code2	30	15	0.008979	77756555407178	26470557150033835
code2	30	15	0.009659	43034025440135515	8128920441806834
code2	30	15	0.045402	11021045430778664	6348681997428853
code2	30	15	0.014644	12404235129751484	553531682615454
code2	30	15	0.027783	9061989831281825	24209903731622573
code2	30	15	0.004867	14785634646874524	28755920936074264
code2	30	15	0.059574	4635999751769807	1492532459161101
code2	30	15	0.008444	5379174586087803	4160172673337006
code2	30	15	0.002487	46833519219740793	44363139789584016
code2	30	15	0.008692	8685466214285887	7727725864654909
code2	30	15	0.073750	3406848168047666	7826173142839006
code2	30	15	0.013725	7471078537714084	5580849827334334
code2	30	15	0.003388	49406485629244823	6528863337103107
code2	30	15	0.021569	8982483139376803	8775424967308394
code2	30	15	0.049494	8206182297187203	2586915987442139
code2	30	15	0.001515	812511412677053	5138728340376367
code2	30	15	0.002940	6798146385263967	7507599158399402
code2	30	15	0.001106	11576017810655082	9296588077998365
code2	30	15	0.000035	7361753183882318	38926742243507984
code2	30	15	0.017143	8121675734001269	3918979795834965
code2	30	15	0.003249	8521258243716319	7772179157001098
code2	30	15	0.042643	3793481445461858	14804381502514108
code2	30	15	0.067758	41752467571683816	9849731401589665
code2	30	15	0.000556	20624021589055153	35027352100624276
code2	30	15	5.430007	6538090960852829	11991144012873811
code2	30	15	0.001710	6044588906778916	6346999108215313
code2	30	15	0.000792	9302702121495644	2825442384876309
code2	30	15	0.001909	94254194867047	8392308831221733
code2	30	25	0.011093	9490088360773316	35057969443310155
code2	30	25	3.634345	4746625120070058	7125392522075723
code2	30	25	0.336393	3594059555730078	13302809109829505
code2	30	25	0.000362	9464937454093199	28252190514126374
code2	30	25	0.094621	1502524554869985	5123763192611187
code2	30	25	0.013594	5969352912014559	1364053368926308
code2	30	25	0.055492	8711205976307513	6250063231940425
code2	30	25	0.019552	30839462350046043	8425889100803322
code2	30	25	0.015944	25713048795051197	43967286574332576
code2	30	25	0.175009	7216562042751852	8172589436050738
code2	30	25	2.988886	3784509518985206	4343091255894317
code2	30	25	0.332663	757269879868412	38980778445334985
code2	30	25	0.008887	5245380914700266	421420850144546
code2	30	25	0.009135	7034670926300067	3184127033945887
code2	30	25	0.120067	722397779012043	33825949496076424
code2	30	25	0.722321	1043088925768596	6372591662319769
code2	30	25	0.002830	34154595778959385	6427642021464309
code2	30	25	0.619472	3288114731117212	9246294243648243
code2	30	25	0.161364	5899457493061611	6943538724693576
code2	30	25	0.376969	47035413911926516	20164029833962682
code2	30	25	0.258715	4038038778126789	15069551765888312
code2	30	25	0.000442	4442704575063504	8459182712849728
code2	30	25	0.088847	16298799836629552	5212521754367228
code2	30	25	0.033935	61237378799969044	26554122542974223
code2	30	25	0.041146	1743059208705644	22806966549629748
code2	30	25	0.001898	9280806968099833	8061359362230451
code2	30	25	0.274225	8044776229513446	9816474768726101
code2	30	25	0.003403	992912329692282	7065698868080159
